Tweets,AuthorID,label,data_type
Six in a row ✅ #KeepItGoing https://t.co/wOdl6T4xdS,2279776304,6,train
"5 in a row, but keep the focus. #BuildGoodHabits #HappyThanksgiving https://t.co/PxLfddz2mv",2279776304,6,train
You won't believe me but a kid just told me to try dunking my Oreos in milk... mannnnn game changer 🔥🥛#MadMyGirlDidntTellMeSooner #NewBedtimeSnack,2279776304,6,train
Four straight. Finish the home stand strong Wednesday 💪🏾 #ZoomFreak3 https://t.co/BxpgwUYz9l,2279776304,6,train
Keep it going 💪🏾💪🏾 https://t.co/ADYtGQLEDD,2279776304,6,train
"I’m so proud to share this project that means so much to me. The AntetokounBros Academy is more than basketball, it’s here to inspire every kid like me to unleash and develop their potential through sport. 

No hoop is too high. 
@nike @nikebasketball @OnassisStegi @Eurohoopsnet https://t.co/cXyRhOdQ1h",2279776304,6,train
Great win!!!! Keep it going 👌🏾💪🏾#BuildGoodHabits https://t.co/1EUovttPwt,2279776304,6,train
"#ad Proud to announce that I’m the new face of the Google #Pixel6, the Official Fan Phone of the NBA! #TeamPixel @madebygoogle https://t.co/G0wHTCmFSB",2279776304,6,train
Maverick's Diaper Mission 💚 https://t.co/QKmhubWcDV,2279776304,6,train
👀🔥🙏🏽 https://t.co/DbjB4gWNrO,2279776304,6,train
Got to play through it 💪🏾 https://t.co/mpu2wLATJ6,2279776304,6,val
Back-to-back wins ✅✅ https://t.co/MfkkaqKHj4,2279776304,6,train
I am so excited to have my very own UNO deck and my own house rules! Check them out at @unomobilegame and try out the mobile game at https://t.co/3gXHjgxTz8 https://t.co/tJ0YU49eMV,2279776304,6,train
A win is a win. ✅ https://t.co/13uIYj0Y4W,2279776304,6,train
What an awesome experience!! Unbelievable journey🤎🙏🏽  @Thanasis_ante43 @Bucks @NBA https://t.co/wQFWVFjiaW,2279776304,6,train
72 games to get better 💪🏾 https://t.co/c61XaxtAYQ,2279776304,6,train
Always learning 📖📚 https://t.co/eu5uhjlxtK,2279776304,6,train
Let’s keep building ✅ https://t.co/IAs2tQMVpy,2279776304,6,train
Happy Halloween! 🎃 https://t.co/ZZuZQoPTQV,2279776304,6,train
Play through it. #KeepLearning https://t.co/RjCBg0smKi,2279776304,6,train
Don’t do them like that 🔥 👀@Kostas_ante13 https://t.co/tjwcWP2zOB,2279776304,6,train
There’s no money for new rims so please be careful 😂😂 @Kostas_ante13 https://t.co/2lLoiosA2i,2279776304,6,train
👀👀📝 https://t.co/DDGAQWJOXA,2279776304,6,train
🥵🔥 https://t.co/W2y7FTaMnC,2279776304,6,train
🥶🥶 https://t.co/Baplj70Lee,2279776304,6,train
🔥🧑‍🍳 https://t.co/cWHTagAG6Q,2279776304,6,train
You can only control your effort and your attitude💪🏾 https://t.co/MpT1gL2PGk,2279776304,6,train
Certified. https://t.co/Y1Xp0xm4Oy,2279776304,6,train
Always working #jblaudio @JBLaudio https://t.co/Vt4fnFGsWe,2279776304,6,train
Dreams do come true. #FOE  @Thanasis_ante43 https://t.co/yos7Nnm0VD,2279776304,6,val
There’s always another challenge. https://t.co/QglNbth35a,2279776304,6,train
🔥🔥 https://t.co/6V2LTjGijf https://t.co/8C14aXYKAB,2279776304,6,train
"Sun, wind, water.
The only way to the planet’s future.
#protergia #futureenergy

Ήλιος, αέρας, νερό.
Φροντίζουμε για το μέλλον του πλανήτη μας. https://t.co/NjsWr61EqW",2279776304,6,val
It’s always about getting better 💪🏾 https://t.co/fsyk0RXNCU,2279776304,6,train
😤😤 That’s the joy im talking @Kostas_ante13 https://t.co/ktHWCyh45g,2279776304,6,train
Another step ✅ https://t.co/KSeCSx8CzH,2279776304,6,val
Step by step. #BuildGoodHabits https://t.co/X2vrk9PBzr,2279776304,6,train
Lets have a blessed season🙌🏾 https://t.co/vRf5F8sgPr,2279776304,6,train
Let’s goooo! @Brewers @ChristianYelich 🔥🔥 https://t.co/zY1AsASDUd,2279776304,6,train
Fear the deer 🦌 🥶 https://t.co/VntlECo2xC,2279776304,6,train
#NewProfilePic https://t.co/uThFjk7sgg,2279776304,6,train
Gracias 🙌🏾 @paugasol https://t.co/PL0x3iT5OE,2279776304,6,train
Told y’all👀🔨 https://t.co/IayjmoR5z2,2279776304,6,val
Throw it up there he’ll go get it 🔥💪🏾 https://t.co/1tQ4owbdy3,2279776304,6,train
Nobody recognises me!! 😂😂 https://t.co/WCeGwGqgf4,2279776304,6,val
Going grocery shopping late at night might be the most relaxing thing ever lol,2279776304,6,train
🧪🧬🥶 https://t.co/1t2bH0lFo4,2279776304,6,train
Year 9 🙏🏽😃 https://t.co/5EuMaPYgHq,2279776304,6,train
😃🏀 https://t.co/HIgwah59gh,2279776304,6,train
Happy birthday my love 😍 may your dreams come true @mariahdanae15 https://t.co/2GOwxckzUi,2279776304,6,train
Im thinking about building one in my backyard 😂😂 https://t.co/RL2v42j65j,2279776304,6,train
I just played paddle tennis 🎾 for the first time. You don’t want this smoke 💨🔥,2279776304,6,train
They ask me what I do and who I do it for. https://t.co/GKquUKDLPu,2279776304,6,train
He’s the reason that a lot of people pick up a basketball in Greece 🙏🏽🇬🇷🏆..!! I saw the fire in his eyes.. What a night🔥 Nick the Greek x Greek Freak x Elevator x Theo https://t.co/KxiPjyZfgY,2279776304,6,train
Taking it day by day. But I can’t wait 💪🏾🔥🇬🇷 https://t.co/I08HlPUAuM,2279776304,6,train
You’re making me jealous 🤦🏽‍♂️😂 https://t.co/nXJfDBeHkT,2279776304,6,train
Happy birthday 🐐🙏🏽 https://t.co/CnzSJDEYJo,2279776304,6,train
What’s up people😂😂?! https://t.co/mN3hA77z4D,2279776304,6,train
This is going to be fun 🔥 @ChristianYelich https://t.co/zo6dw3lTwO,2279776304,6,train
Now i just have to work on my swing!! 😂😂 #NewBeginnings⚾️ @Brewers https://t.co/pRIBv4Avf9,2279776304,6,train
"Ευχόμαστε να μην έχουμε θύματα από τη φωτιά. 

Εννοείται ότι ακυρώνουμε τη σημερινή γιορτή στα Σεπόλια🙏🏾🙏🏽 Θα ενημερώσουμε για νέα μέρα κ ώρα! 🤎",2279776304,6,train
Σας παρακαλώ ΟΛΟΙ με μάσκες!!! 🤎 https://t.co/S83xbeTasM,2279776304,6,train
Αύριο 8 το απόγευμα Σεπόλια!!,2279776304,6,train
Ερχόμαστε και φέρνουμε κ το κύπελλο!!! 🏆 @Thanasis_ante43,2279776304,6,train
If I got to pay nevermind… https://t.co/6A1xhuDitp,2279776304,6,val
What time is the USA team playing tonight and which channel?🙏🏽,2279776304,6,train
Can I now have @ChickfilA for life?!! https://t.co/Q870cNt9NR,2279776304,6,train
🥶 📸 @Thanasis_ante43 https://t.co/5r73iKPx8S,2279776304,6,train
What’s up Milwaukee!!!,2279776304,6,train
😂😂 https://t.co/0w8HcDdDjt,2279776304,6,val
This is our house! Be loud tonight 🙏🏽,2279776304,6,train
I almost pooped 💩 https://t.co/kSm80Ss3go,2279776304,6,val
https://t.co/peoJlRHNjs has launched! I’m so proud of you babe 🤎 @mariahdanae15,2279776304,6,train
30 piece McNugget 👀💪🏾 @alex_ante34 https://t.co/V7PQyPgWsb,2279776304,6,val
Day by day ⏳😃 #GreatWin https://t.co/dgBXLPCv5M,2279776304,6,train
This guy @USMAN84kg is different 🔥🇳🇬,2279776304,6,val
Great win 🙏🏽💪🏾 #12k #blessed #TheAlphabet #PEs https://t.co/5DJeKUGG4a,2279776304,6,train
Great team win✅. #🌈 Daytona https://t.co/bxghyjR7Hy,2279776304,6,train
April fool @Kostas_ante13 https://t.co/LsMWk1feuU,2279776304,6,train
Look good play good 👟🔥 Great team win https://t.co/BRefI3Qrk0,2279776304,6,train
Sit back relax and enjoy the show🙏🏽 https://t.co/78uzz04JIG,2279776304,6,train
What is the teddy bear 🧸 on my shirt doing ?! 👀😂 https://t.co/MYLWaHPSAr,2279776304,6,train
Laser focus. 🙃 https://t.co/4LKrp3iQQ6,2279776304,6,train
Good to be back 🔥☝🏽 https://t.co/Zb62GOIVpu,2279776304,6,train
Thank you 🙏🏽 You’ll make a great GM one day 😂 https://t.co/3s5WUx3KPH,2279776304,6,train
Enjoy every moment🙏🏽 https://t.co/GsNxjkM20Z,2279776304,6,train
😂😂🙏🏽 https://t.co/wYPNf4XY42,2279776304,6,train
When you see bae in the crowd 😍😇 https://t.co/0Kh40mAHky,2279776304,6,val
Keep moving forward💪🏾 https://t.co/BlS0pL3BrW,2279776304,6,train
Just having a little bit of fun🔥 https://t.co/oxYpmTEpjE,2279776304,6,train
I’m me and I’m ok with me. @TheGoodCounsel https://t.co/xKQkqvedlr,2279776304,6,train
😤🔥🔒 https://t.co/ZKKjIKLvCD,2279776304,6,train
Another one ☝🏾 https://t.co/KYuw8Hs6Tg,2279776304,6,val
Proud of you my brother 💪🏽 I can’t wait to see where this next journey takes you! https://t.co/A0JqFyS2oG,2279776304,6,train
"I truly believe that actions can change the world and make it a better place for the generations to come. Really proud for a Greek industry such as @MytilineosSA that takes a stand.  
🌍🌱💧☀️
#MYTILINEOS #sustainability #esg #virtualESGsummit 

https://t.co/E8SzJTu2qy https://t.co/1nb4iNK60T",2279776304,6,train
"😃⚡️⚡️

@ChinatownMarket @JBALVIN https://t.co/7bABmbpklZ",2279776304,6,train
🚶🏾‍♂️🚶🏾‍♂️ #Antetokounbros https://t.co/yuajQipOxY,2279776304,6,train
Μου έχει λείψει να βλέπω την ελληνική σημαία 🇬🇷στα εκτός παιχνίδια..,2279776304,6,train
Great win let’s keep on going🔥💪🏾 https://t.co/nuD95QbCwo,2279776304,6,val
I heard Shakira and JLo are not performing because it’s The Weekend...they don’t work on Sunday?,2279776304,6,train
Congrats 👏🏽🙏🏽🔥 @AaronRodgers12 https://t.co/f8Xzwy17Uv,2279776304,6,train
Great start to the trip! #ZoomFreak2 https://t.co/dWf7HzbmVD,2279776304,6,train
I miss the fans! https://t.co/4bbfTvijMD,2279776304,6,train
"Excited my company @ready_nutrition found another way to help athletes improve their game with our New Sports Drink we launched yesterday. Can’t wait for you to try it!⠀
⠀
https://t.co/xva9i6Qyqb https://t.co/uvIws2LV5h",2279776304,6,train
Let’s keep on rolling 💪🏾🔥 https://t.co/kfVBEY3nD7,2279776304,6,train
Repping for my guy @EBled2! https://t.co/aQxztZODiU,2279776304,6,train
Great Win let’s keep it going 🙏🏽🔥 https://t.co/FbVbZs4DJI,2279776304,6,train
One of the best presents I’ve ever received🤎🙏🏽 #3Generations 😎 https://t.co/M3w4rYgeae,2279776304,6,train
The battle is played in your mind first. Next one https://t.co/RtBAyqnfAp,2279776304,6,train
Focused. https://t.co/nt8MrhMfvc,2279776304,6,train
"Another day, another opportunity! https://t.co/eFjB9Crx9T",2279776304,6,train
That was fun! https://t.co/h2bEIxHbw7,2279776304,6,train
❄️🛫 https://t.co/O0uVJYFTPj,2279776304,6,train
Unforgettable moments 🤎🙏🏽 https://t.co/jlDw6OXXep,2279776304,6,train
Turn it up! 🎧 https://t.co/t6lW1da4u8,2279776304,6,train
#Antetokounbros 💪🏽💪🏽 https://t.co/ZIkjbq6Ypz,2279776304,6,train
When the new colorways come in! 😃 #ZoomFreak2 https://t.co/PaXPLBXPVe,2279776304,6,train
Love the journey! https://t.co/fTRLTC5cAu,2279776304,6,train
Another day to get better. https://t.co/gGhxML7GmT,2279776304,6,train
"I’m pumped to be the new cover athlete NBA Live Mobile! 

Download the app or get the update from the Google Play/App Store today &amp; start earning my new player item #EAathlete

Did I mention my player item has the highest OVR in the game 😏 https://t.co/09phhVUmnt",2279776304,6,train
🗽🌃 https://t.co/wQrRaZeJLy,2279776304,6,train
We’re on a good path. Gotta keep getting better. https://t.co/BdxSe31PoO,2279776304,6,train
On to the next. 😉 https://t.co/9pOkFpZCIw,2279776304,6,train
Step by step. https://t.co/wiimK7ovgt,2279776304,6,train
Lock in! 🔐 https://t.co/PZ4NQFq7HZ,2279776304,6,train
"Quick road trip, and a good road trip! https://t.co/xgjjJrk1B8",2279776304,6,train
Great to be back on the court and get the win! 👍🏾 https://t.co/P4Zjnz3R1h,2279776304,6,val
Focused on the next challenge. https://t.co/mqu6bZpggF,2279776304,6,train
Victory walk. https://t.co/7JFtuSygnL,2279776304,6,train
Gameday focus. https://t.co/1rg3FsaDTJ,2279776304,6,train
When you’re at practice and realize you have another game tomorrow. https://t.co/5zi8Zi0Ws9,2279776304,6,train
We win as a team. https://t.co/eMir0np4ej,2279776304,6,train
Stay focused. Stay humble. Keep grinding. https://t.co/vXWKpALMhf,2279776304,6,val
Rep it out. https://t.co/O71NCq8O8Q,2279776304,6,val
"This is my home, this is my city.. I’m blessed to be able to be a part of the Milwaukee Bucks for the next 5 years. Let’s make these years count. The show goes on, let’s get it. 🤎🙏🏽 https://t.co/895tCBE9RK",2279776304,6,train
Improve every day! https://t.co/pv8qqP23g7,2279776304,6,train
Really proud to be part of the new sustainability campaign of Protergia. #protergia #FutureEnergy #Greece #Sustainability #MYTILINEOS ⚡️⚡️ https://t.co/3O64Po99Is,2279776304,6,train
It only gets better 🤎 2️⃣6️⃣ https://t.co/cMWmUQNN5s,2279776304,6,train
✌🏽😃 https://t.co/fnhS1JPCtq,2279776304,6,train
JBL photoshoot ✅ The new products are fire 🔥🎧🔊 https://t.co/bcnq0PaTai,2279776304,6,train
Off-season success! 🔒😤 I love my dawgs🤎💪🏾 @Thanasis_ante43 @Kostas_ante13 @alex_ante34 https://t.co/CC6hmxKNRd,2279776304,6,train
Year 8! Thank you God 🙏🏽 https://t.co/L91qROK5vH,2279776304,6,train
Back to Milwaukee ✌🏽 https://t.co/vTx8B8F83k,2279776304,6,train
🔋🔒 @rickythomasonn https://t.co/5lpGz0FKHt,2279776304,6,train
We can seal the deal for $.75 per month for 12 months! Do we have a deal?! https://t.co/DSsTRsfph7,2279776304,6,train
You are my sonshine!!! 😜😎🌞 https://t.co/q0hq4659Y9,2279776304,6,train
About last night! https://t.co/focQUb2XZb,2279776304,6,train
R.I.P Diego Maradona 🕊💙🤍 https://t.co/IpoOYwd9Kj,2279776304,6,train
I don’t usually do this. But here you go! An inside look at my summer workout @rickythomasonn https://t.co/LydjY72u5n,2279776304,6,train
"Time to switch 🏀 for ⚽️!?! @EASPORTSFIFA

Excited to be in #VOLTA as a #Groundbreaker on December 5th. Beat me and you can add me to your squad! #FIFA21 #EAathlete

https://t.co/tTPLIlqdAS https://t.co/X3fIufZEPy",2279776304,6,val
Student of the game 📚 @PapaloukasTheo https://t.co/R4rpSwcky8,2279776304,6,train
Happy are those who dare to defend what they love. 📸: @rickythomasonn   #LandRover https://t.co/aulWnOUuG2,2279776304,6,train
A product of hard work.. 📸: @rickythomasonn https://t.co/aNcxATAAGb,2279776304,6,train
Happy birthday to this sexy chocolate 🍫🤎😂 @Kostas_ante13 https://t.co/AjOvHV75d3,2279776304,6,train
Why do you always have to start something?!! 😂😂😂 @NickKyrgios,2279776304,6,train
Is it basketball time yet? https://t.co/aAYor6NxRP,2279776304,6,train
Todo para la familia🤎 https://t.co/rZzDTE1wd7,2279776304,6,train
"Live,learn and laugh 😃🇸🇪✌🏽 https://t.co/XParq2kKb2",2279776304,6,train
Never forget your first NBA buzzer beater! 🔥 #tbt https://t.co/G8Hubz7FzK,2279776304,6,train
"Hey guys!❤️ If you’re interested in learning more about my basketball journey, my personal story and my thought process behind the Zoom Freak 👟I got something for you! Tune in to my Facebook page tomorrow at 1:00 PM CST! I teamed up with Nike to create a 5 episode series in 5",2279776304,6,train
"μια σειρά με 5 επεισόδια σε πέντε συνεχόμενες μέρες 😎 και θα το μοιραστώ μαζι σας μια σύντομη σειρά που θα σας δώσει μια κρυφή μάτια της ζωής μου. Είμαι ενθουσιασμένος που το μοιράζομαι με όλους, ανυπομονώ να μου πείτε την γνώμη σας! 💪🏽🙏🏽🔥 https://t.co/1g8Es6gb7S",2279776304,6,val
"Γεια σας παιδιά!💙Αν σας ενδιαφέρει να μάθετε περισσότερα για το ταξίδι μου στο μπάσκετ 🏀, την προσωπική μου ιστορία και τη διαδικασία πίσω από τo Zoom Freak 👟έχω κάτι για εσάς!Συντονιστείτε στη σελίδα μου στο Facebook αύριο στις 21:00 !  Συνεργάστηκα με τη Nike να δημιουργήσω",2279776304,6,train
Yes! 🙏🏽☝🏽 https://t.co/MGoRUUNFqB,2279776304,6,train
December 22nd can’t come soon enough. 😤 https://t.co/ffvECXY5RF,2279776304,6,train
9 months! https://t.co/IiPN6qBOka,2279776304,6,train
Blessed to lace up my own signature shoe every time I step on the court!  #ZF2 📸: @rickythomasonn https://t.co/f7AcVYUeGK,2279776304,6,train
"Μείνετε σπίτι, μείνετε ασφαλείς!🇬🇷 https://t.co/uKfVJB6Pe3",2279776304,6,train
"Instagram bring the activity page back, I’m nosey and bored 🤦🏽‍♂️ 😂 @instagram",2279776304,6,train
I miss it.. Never take it for granted. https://t.co/9fLqu8vEDU,2279776304,6,train
Big results require big ambitions. https://t.co/brgrY4lm8F,2279776304,6,train
Life is a balance. https://t.co/t1fLxDERto,2279776304,6,train
2013 feels like it was yesterday 🙃 https://t.co/wDtNDwRVI9,2279776304,6,train
Champ champ is feeling himself 😂🔥📸 https://t.co/ZzsJErpuwo,2279776304,6,val
Casting information for Disney: https://t.co/B2EeOiuh6M. @Thanasis_ante43 💪🏾 https://t.co/dFUFmY7LJs,2279776304,6,val
"Disney is making a movie based on my family’s story and they are searching for actors to play me and my brother, Thanasis, in our younger days. No experience necessary! It helps if you resemble the handsome boys pictured below and have some basketball experience. SPREAD THE WORD!",2279776304,6,train
I have no plans to slow down.🔐 https://t.co/twcy92rltM,2279776304,6,train
Cruising through the Corinth Canal 🏞 https://t.co/qRIF7cR5ff,2279776304,6,val
Respect 💯💪🏾 https://t.co/c3FALR5Ivc,2279776304,6,train
Sometimes you just got to dance! 🕺🏾 https://t.co/a8qsVd5QUd,2279776304,6,train
ᔕᗰIᒪᗴ😃🏀✌🏽 https://t.co/R4frDERvjr,2279776304,6,val
My goal in life is to show you the world 🌍 🏛 https://t.co/NIeiNuyPJ2,2279776304,6,val
Its A Jungle Out There Son 🦒 https://t.co/co5rZ0kmwN,2279776304,6,train
Practice is never boring 😂 https://t.co/gUZqPXV2g2,2279776304,6,train
.@alex_ante34 got next 👀😤 https://t.co/mxEsLTAWaR,2279776304,6,train
🇳🇬✊🏿,2279776304,6,train
"My girl just called me a weirdo/goofy, is that a complement? Let me know in the comments https://t.co/X6PXRs4suK",2279776304,6,train
The Champ is back home ❤️🙏🏽 @Kostas_ante13 @Thanasis_ante43 https://t.co/waSbw0zExI,2279776304,6,train
What did I get myself into😂😂 https://t.co/wE1ATVJ2vb,2279776304,6,val
Congratulations @Kostas_ante13 I’m so freaking proud!! You are a NBA champ for life ❤️❤️❤️ Way to represent our family and our countries. https://t.co/abqBFoWqsc,2279776304,6,train
"Nice view, nice food and great People 🙏🏾 https://t.co/9y063L0S8i",2279776304,6,train
Went on a hike with my little fella! https://t.co/ckDIvj8Hjx,2279776304,6,val
"It’s time I brought the #AntetokounBros to The Yard
                
Squad up with the fam in #MaddenNFL21 #EAathlete https://t.co/p6RnTawcp3",2279776304,6,train
Which #ZoomFreak2 is your favorite so far? 🌲🇳🇬🔲🔳 https://t.co/I2X8qPX18K,2279776304,6,train
Proud of you @alex_ante34! I’m very excited for your journey! 💪🏽💪🏽 #Antetokounbros https://t.co/s0Ca2Zxmub,2279776304,6,train
"It doesn't matter where you start from, but where you can go. Antetokounbros Academy year two starts on 1 November in Athens. Enroll now https://t.co/25bZPWLrEu #AntetokounbrosAcademy https://t.co/IN2PRW4QDh",2279776304,6,val
This video... 🤯🤯🤯 https://t.co/FWiFu9nwPa,2279776304,6,train
https://t.co/SHlLxYLvUK,2279776304,6,train
Happy birthday babe! Love you @mariahdanae15 https://t.co/XWysTg0TS8,2279776304,6,train
Thank you Milwaukee for all the love and support you showed my teammates and I this season. You guys are the best fans in the league. I can’t wait for next season! #ThroughTheWall #Antetokounbros 💪🏽 https://t.co/k5D6HxSZwH,2279776304,6,train
Thankful! 🙏🏽 https://t.co/Rsg1IiE5tA,2279776304,6,train
Game day! 😃 https://t.co/HEDQI54kxC,2279776304,6,train
Be the change! #AntetokounbrosAcademy https://t.co/mommWEPedE,2279776304,6,train
#1 seed! 🙏🏽 https://t.co/Ed7wqIDJhG,2279776304,6,val
I know you are in Heaven proud and smiling down! 🙏🏽❤️ Happy Birthday Daddy. https://t.co/74kzk2ckMG,2279776304,6,train
Good one to learn from. Let’s get the next one. https://t.co/6i9EMPLhAs,2279776304,6,train
Man it feels good to be back! https://t.co/SyYir879Cj,2279776304,6,train
Chilling in the bubble! #Antetokounbros #BubbleBros https://t.co/igIATitJkT,2279776304,6,train
Keep your eye on the prize. https://t.co/5OyeGoOC00,2279776304,6,val
Use your smile to change the world; don’t let the world change your smile. https://t.co/WbNJzvOefO,2279776304,6,train
Ofili - Shekosi (Official Music Video) https://t.co/VmlzEtvEaR 🔥🔥,2279776304,6,train
Mask on 😷 https://t.co/Xj8PNHhaW6,2279776304,6,train
"Life is good, you know what I mean? @thanasis_ante43 #BirthDayBoy https://t.co/5G00dLxz1d",2279776304,6,train
The only place success comes before work is in the dictionary. https://t.co/6ast0nP2wQ,2279776304,6,train
#StayFreaky https://t.co/3NDqXF5E0q,2279776304,6,val
I’m excited to finally introduce the Zoom Freak 2! Available everywhere on August 7th. #ZF2 🔥🔥🙏🏽🙏🏽 #LetsGooo https://t.co/iKAbGxyx6n,2279776304,6,train
Student of the game. #KnowledgeIsPower https://t.co/QmIosiJGT8,2279776304,6,val
One step at a time. https://t.co/1B0XhfYcIA,2279776304,6,train
Feels good to be back! Time to finish what we started. https://t.co/IP8fzEAnjn,2279776304,6,train
"My will shall shape my future. Whether I fail or succeed shall be no man's doing but my own. I am the force; I can clear any obstacle before me, or I can be lost in a maze. My choice, my responsibility, win or lose, only I hold the key to my destiny. -Elaine Maxwell #BackToWork https://t.co/ofDPYbdXsl",2279776304,6,train
"Explore the Greek taste.
#gfg #GreekfromGreece https://t.co/o0mSFwU0VE",2279776304,6,train
Its gotta to be the shoes 🤷🏽‍♂️ https://t.co/21I4qAMUo2,2279776304,6,train
I can’t believe it’s been a year! I’m extremely blessed to be in a position to impact the next generation through the story behind my shoe! Be on the look out because the Zoom Freak 2 is 🔥🔥 https://t.co/KnLHMkBhzY,2279776304,6,train
Oh my goodness 😳🔥 @mrvincecarter15 https://t.co/AHc2VgS5Un,2279776304,6,train
It’s crazy how much talent there is in Africa...,2279776304,6,train
Giants of Africa 🙏🏽 on ESPN right now!! Check it out,2279776304,6,train
Walking bucket 🔥🔥 https://t.co/olszUBFnuz,2279776304,6,val
I appreciate you big dawg 🙏🏽🙏🏽 https://t.co/RKv3azIps6,2279776304,6,train
I got you bro. I know a place https://t.co/SAhyxPh3Sd,2279776304,6,train
Big move @alex_ante34 I’m so happy and proud of you. Now let’s get it 😤😤@UCAMMurcia https://t.co/yZzMucCbBu,2279776304,6,train
Happy Father’s Day! https://t.co/DrzJgvyoak,2279776304,6,train
"I’m proud of all the people who came out to support this movement for change with me, my teammates and my family! This is our city, these are our streets and this is bigger than basketball!",2279776304,6,train
"I really don’t know how to put into words exactly how I feel, but one thing I know for sure is that enough is enough! It’s time for change! #GeorgeFloyd #AhmaudArbery",2279776304,6,train
This is who we are @ThonMaker14 https://t.co/W8Rjr8dCnh,2279776304,6,train
Harry and Niall https://t.co/aJq1t3HRZR,2279776304,6,val
You’ve been on the bus once 😂😂😂 https://t.co/lsobTPXeaR,2279776304,6,train
https://t.co/XYt13Mxdsk https://t.co/iL92c2yz2G,50811932,7,val
Forks Up! https://t.co/je5k1oRKFh,50811932,7,train
🖤 https://t.co/7bWWlU1eSO,50811932,7,train
AINT THIS WHAT YALL BEEN WAITING FOR?! https://t.co/Aj4OgiGXnK,50811932,7,train
Mahomes no where near done that’s the scary part! Good game.,50811932,7,train
Louis worth a million pictures #Uno https://t.co/ndvP4bifPZ,50811932,7,train
"“above all, create something to be proud of… that’s my goal” we perfected the on and off the court shoe Vol. 7 my best shoe yet! #Uno https://t.co/7XTW5UBzix https://t.co/ENoxj43oOU",50811932,7,train
One of One! Congrats bro @KingJames,50811932,7,train
https://t.co/2ayOxSPIAu,50811932,7,train
Great meeting you Beau! 💪🏾 https://t.co/qGhjdNISSm,50811932,7,train
"Can’t believe my 9ers lost, we outside though. https://t.co/JafWBqMlpS",50811932,7,train
"lil miscommunication, we got the W though 😂 https://t.co/ak7uljjnIa",50811932,7,train
you know I got yo back like chiro-practic #Uno https://t.co/bfYI6Vxaxi,50811932,7,train
@cpfaff13 I’ll take it! thanks for giving it a try.,50811932,7,train
UNO https://t.co/L41o75lCzS,50811932,7,train
🎬 https://t.co/e7jXyw8mHP,50811932,7,train
Please forward all scripts to Pizzle Im on the big screen now 😂 https://t.co/JBBhBkqCot,50811932,7,train
Precision! 😂 y’all keep going crazy #UNO https://t.co/k1Wl5hcITM,50811932,7,train
Been a Christian my whole life… McCaffrey @CMC_22,50811932,7,train
ROAD TRIPPIN! 😤,50811932,7,train
on and off the court. https://t.co/D0mse6HLKL,50811932,7,train
MLK day in LA 🖤 https://t.co/OJREUYwiAE,50811932,7,train
https://t.co/AgYJJtxZu3 https://t.co/lG7XFun13X,50811932,7,val
dress well when it’s time to ball https://t.co/3AFl0q7fgN,50811932,7,train
71! 🕷️ TRIMMMMMM https://t.co/6LY0JX1K7h,50811932,7,train
🥷🏾 https://t.co/4VNjUThF0h,50811932,7,train
"Merry Christmas to all, and to all a good night! https://t.co/N9iRXqmOmH",50811932,7,train
Rick &amp; Marni all year on some fur shit! https://t.co/Jo7gk2gNOQ,50811932,7,train
Merry Christmas 🎁🎄 https://t.co/hODvqsMwkN,50811932,7,train
21’ https://t.co/G79VnGjYb2,50811932,7,train
1 of 1 https://t.co/t0F1Vo3QlB,50811932,7,train
https://t.co/ZDsQXyxapX,50811932,7,train
MESSI the 🐐!,50811932,7,train
"aint got no shame in me, I’ll admit! https://t.co/p7KGQfRFwC",50811932,7,val
@KKane_27 @SLAMKicks @adidasHoops Precisely 😤,50811932,7,val
We had a ball shooting this 😂😂😂 https://t.co/RVDDlw8dHU,50811932,7,val
Brotherly Love 🤞🏾 https://t.co/FdyrxjE4Bg,50811932,7,train
"Yesterday, I woke up I was in my bag. Im in it so more today! https://t.co/a1ICawDWtg",50811932,7,train
baker did that! 😂,50811932,7,train
Big Vibes in the H! See y’all in a few. https://t.co/d8oNKZ2MyF,50811932,7,train
Yeah Joel!,50811932,7,train
Elite touchdown celebration by Dallas 😂,50811932,7,train
one of those nights https://t.co/9vtIzkefiq,50811932,7,train
@Gregular_Greg @JHardenWines getting there! good lookin.,50811932,7,train
I look forward to the holiday season every year… 🍷 cheers to you and yours https://t.co/sMquNlFkKn,50811932,7,train
biggest vibes in the world ya hear me! cheers 🍷 https://t.co/itwfTCZz0b,50811932,7,train
1 of 1… https://t.co/CUj6jEmIxB,50811932,7,train
always bro! 🤞🏾 https://t.co/Zgbym8t3Oc,50811932,7,train
can’t wait to get back. https://t.co/SSJs88lsqY,50811932,7,train
don’t forget to vote today!,50811932,7,train
YEEEEAAAAAH @GeorgesNiang20 !,50811932,7,train
"ending the road trip 3-1 not that bad, hope everyone had a safe Halloween 🎃 https://t.co/2qegcvm3ym",50811932,7,train
Road Trippin https://t.co/HreClhma85,50811932,7,train
Phillies going crazy!,50811932,7,train
"first win of the season feels amazing, back on road! https://t.co/AGGR40I6fi",50811932,7,train
I gotchu twin 🤞🏾 https://t.co/rmSRj131tR,50811932,7,val
XIV https://t.co/jVmEMjNOO9,50811932,7,train
YEEEEEAAAH SLAAAAAAAAAAAAAAAAAY @bigplay24slay,50811932,7,train
https://t.co/PE9j6COyjI,50811932,7,train
